3645, 0.48,24.88,12.60
3617, 0.14,70.28,10.67
3540, 0.08,50.66, 4.56
3460, 0.00, 0.00, 0.00
3443, 0.19,87.66,17.67
3355, 0.04,123.65, 5.67
