3645, 0.34,25.79, 9.37
3617, 0.25,59.14,15.76
3540, 0.23,77.88,19.08
3460, 0.00, 0.00, 0.00
3443, 0.19,99.83,19.92
3355, 0.06,147.62, 9.71
