3645, 0.00, 0.00, 0.00
3617, 0.02,50.72, 0.16
3540, 0.06,53.83, 3.46
3460, 0.20,66.87,14.37
3443, 0.16,35.48, 6.03
3355, 0.26,69.29,18.93
