wavenumber (/cm),upper baseline (/cm) (smaller area),main baseline (/cm),lower baseline (/cm) (larger area),absorbance - upper baseline (/cm),absorbance - main baseline (/cm),absorbance - lower baseline (/cm),
3.199378999999999905e+03,1.799356763925685776e-02,1.799356763925974434e-02,1.799356763925175073e-02,4.440892098500626162e-16,-2.442490654175344389e-15,5.551115123125782702e-15
3.201307999999999993e+03,1.786570784685426183e-02,1.732917872180372854e-02,1.679264959674497959e-02,-4.286720378356978500e-04,1.078570872148354454e-04,6.443862122735843911e-04
3.203235999999999876e+03,1.773850590002123973e-02,1.666986672680259574e-02,1.560122755357262747e-02,-1.420966112222865618e-03,-3.523269390042216287e-04,7.163122342257466357e-04
3.205164999999999964e+03,1.761182984653086869e-02,1.601494772064704364e-02,1.441806559475367067e-02,-1.229535416822691296e-03,3.673467090611337582e-04,1.964228834954506731e-03
3.207092999999999847e+03,1.748581102495627704e-02,1.536510072771246627e-02,1.324439043045977371e-02,-1.082594844584949811e-03,1.038115452658860960e-03,3.158825749911553515e-03
3.209021000000000186e+03,1.736038361263725349e-02,1.471998500882065741e-02,1.207958640499384728e-02,-8.856820211253779718e-04,1.754716582691218107e-03,4.395115186518028239e-03
3.210949999999999818e+03,1.723548301406263583e-02,1.407926964199202047e-02,1.092305626991141310e-02,-8.503702819671055124e-04,2.305843090103509851e-03,5.462056462184117223e-03
3.212878000000000156e+03,1.711123872700204274e-02,1.344361892516765522e-02,9.775999123322165474e-03,-1.290913793315029423e-03,2.376706008519358093e-03,6.044325810364847840e-03
3.214806999999999789e+03,1.698752186734009406e-02,1.281237346963770563e-02,8.637225071929321984e-03,-2.497170408454096879e-03,1.677977989248291557e-03,5.853126386956675198e-03
3.216735999999999876e+03,1.686439703058772999e-02,1.218586419738709736e-02,7.507331364177360911e-03,-2.268110558439229152e-03,2.410422274761403472e-03,7.088955107971139924e-03
3.218664000000000215e+03,1.674192758478842968e-02,1.156441221065396263e-02,6.386896836509947661e-03,-1.075515117944902954e-03,4.102000256189564098e-03,9.279515630333579068e-03
3.220592999999999847e+03,1.661998648694873459e-02,1.094737284970292990e-02,5.274759212449353640e-03,-6.653445771342969550e-04,5.007269060111507741e-03,1.067988269736508400e-02
3.222521000000000186e+03,1.649870016640808679e-02,1.033538586503723877e-02,4.172071563658619198e-03,-2.299529078874873456e-03,3.863785222495974558e-03,1.002709952387459413e-02
3.224449000000000069e+03,1.637800525512256300e-02,9.728130154415204345e-03,3.078255053701184352e-03,-3.022335493849337418e-03,3.627539606858021237e-03,1.027741470757204123e-02
3.226378000000000156e+03,1.625783961219839924e-02,9.125294432790198584e-03,1.992749253371783880e-03,-3.302766667901302355e-03,3.829778511506898298e-03,1.096232369092531300e-02
3.228306000000000040e+03,1.613832782617130590e-02,8.527503724234719584e-03,9.166796222910278402e-04,-3.674998913704485837e-03,3.935825188232100480e-03,1.154664929017579222e-02
3.230235000000000127e+03,1.601934592215981112e-02,7.934137913909289352e-03,-1.510700943487819359e-04,-4.121666877066942902e-03,3.963541131183578869e-03,1.204874913944165016e-02
3.232164000000000215e+03,1.590095604105790095e-02,7.345508286861424097e-03,-1.209939467344156583e-03,-4.110140391190508780e-03,4.445307363005968071e-03,1.300075511721154875e-02
3.234092000000000098e+03,1.578321909629232245e-02,6.761916308398063791e-03,-2.259386479503078249e-03,-4.612429971623921432e-03,4.408872816270337225e-03,1.343017560417147926e-02
3.236021000000000186e+03,1.566601295410308126e-02,6.182756592650662242e-03,-3.300499768810638557e-03,-4.398207914315277467e-03,5.085048447137141547e-03,1.456830480859844235e-02
3.237949000000000069e+03,1.554945913459593321e-02,5.608629616255633721e-03,-4.332199902092881416e-03,-4.937854360060112135e-03,5.002975158280187351e-03,1.494380467662870249e-02
