4.493401e+002,2.286222e-002
4.512686e+002,3.373911e-002
4.531971e+002,3.122041e-002
4.551256e+002,3.666570e-002
4.570541e+002,1.845456e-002
4.589826e+002,3.039145e-002
4.609111e+002,1.781669e-002
4.628396e+002,1.634005e-002
4.647681e+002,8.467712e-003
4.666966e+002,1.400299e-002
4.686251e+002,4.265180e-003
4.705536e+002,9.983716e-003
4.724821e+002,-3.089865e-003
4.744106e+002,8.843714e-003
4.763391e+002,7.584184e-003
4.782676e+002,1.257714e-002
4.801961e+002,2.002414e-002
4.821246e+002,2.861465e-002
4.840531e+002,1.335761e-002
4.859816e+002,1.583920e-002
4.879101e+002,8.554146e-003
4.898386e+002,1.885745e-002
4.917671e+002,1.141297e-002
4.936956e+002,1.399766e-002
4.956241e+002,9.541385e-003
4.975526e+002,2.098442e-002
4.994811e+002,1.404848e-002
5.014096e+002,3.300934e-003
5.033381e+002,-1.663032e-002
5.052666e+002,-4.886483e-003
5.071951e+002,-3.492692e-003
5.091236e+002,1.231681e-002
5.110521e+002,7.766972e-003
5.129806e+002,1.201234e-002
5.149091e+002,2.563377e-003
5.168376e+002,-4.525077e-004
5.187661e+002,-6.106904e-003
5.206946e+002,1.833589e-002
5.226231e+002,2.234787e-002
5.245516e+002,1.713842e-002
5.264801e+002,1.237466e-002
5.284086e+002,4.721677e-002
5.303371e+002,5.693971e-002
5.322656e+002,6.810272e-002
5.341941e+002,6.707101e-002
5.361226e+002,9.068195e-002
5.380511e+002,1.139172e-001
5.399796e+002,1.281299e-001
5.419081e+002,1.211035e-001
5.438365e+002,1.399690e-001
5.457651e+002,1.546684e-001
5.476935e+002,1.835001e-001
5.496221e+002,2.096954e-001
5.515506e+002,2.335716e-001
5.534791e+002,2.583081e-001
5.554076e+002,2.877406e-001
5.573361e+002,3.148985e-001
5.592646e+002,3.453470e-001
5.611931e+002,3.819199e-001
5.631216e+002,4.269626e-001
5.650500e+002,4.642208e-001
5.669786e+002,4.981259e-001
5.689070e+002,5.429916e-001
5.708356e+002,5.921811e-001
5.727640e+002,6.401083e-001
5.746926e+002,6.786849e-001
5.766210e+002,7.275082e-001
5.785496e+002,7.861339e-001
5.804780e+002,8.181908e-001
5.824066e+002,8.571369e-001
5.843350e+002,9.012073e-001
5.862635e+002,9.544971e-001
5.881920e+002,9.981894e-001
5.901205e+002,1.012618e+000
5.920490e+002,1.030681e+000
5.939775e+002,1.069583e+000
5.959060e+002,1.103229e+000
5.978345e+002,1.131234e+000
5.997631e+002,1.146908e+000
6.016915e+002,1.172248e+000
6.036201e+002,1.199682e+000
6.055485e+002,1.224782e+000
6.074771e+002,1.244344e+000
6.094055e+002,1.260394e+000
6.113340e+002,1.276606e+000
6.132625e+002,1.284253e+000
6.151910e+002,1.295016e+000
6.171195e+002,1.307684e+000
6.190480e+002,1.327201e+000
6.209765e+002,1.342842e+000
6.229050e+002,1.356292e+000
6.248335e+002,1.361405e+000
6.267620e+002,1.380758e+000
6.286905e+002,1.397857e+000
6.306190e+002,1.408502e+000
6.325475e+002,1.413600e+000
6.344760e+002,1.414890e+000
6.364045e+002,1.422669e+000
6.383330e+002,1.439211e+000
6.402615e+002,1.441929e+000
6.421900e+002,1.448954e+000
6.441185e+002,1.458873e+000
6.460470e+002,1.467378e+000
6.479755e+002,1.470395e+000
6.499040e+002,1.478503e+000
6.518325e+002,1.487739e+000
6.537610e+002,1.501277e+000
6.556895e+002,1.508828e+000
6.576180e+002,1.522460e+000
6.595465e+002,1.529773e+000
6.614750e+002,1.550001e+000
6.634035e+002,1.568564e+000
6.653320e+002,1.553526e+000
6.672605e+002,1.406911e+000
6.691890e+002,1.417035e+000
6.711175e+002,1.561498e+000
6.730460e+002,1.591468e+000
6.749745e+002,1.596179e+000
6.769030e+002,1.604130e+000
6.788315e+002,1.614232e+000
6.807599e+002,1.622858e+000
6.826885e+002,1.623777e+000
6.846169e+002,1.631049e+000
6.865455e+002,1.648929e+000
6.884739e+002,1.654539e+000
6.904025e+002,1.662543e+000
6.923309e+002,1.680242e+000
6.942595e+002,1.688815e+000
6.961880e+002,1.695129e+000
6.981165e+002,1.708743e+000
7.000450e+002,1.725656e+000
7.019734e+002,1.737118e+000
7.039020e+002,1.737897e+000
7.058304e+002,1.741860e+000
7.077590e+002,1.744219e+000
7.096874e+002,1.747259e+000
7.116160e+002,1.755501e+000
7.135444e+002,1.753718e+000
7.154730e+002,1.751436e+000
7.174014e+002,1.751812e+000
7.193300e+002,1.749493e+000
7.212584e+002,1.747398e+000
7.231870e+002,1.761013e+000
7.251154e+002,1.765974e+000
7.270439e+002,1.768372e+000
7.289724e+002,1.773771e+000
7.309009e+002,1.770416e+000
7.328294e+002,1.770224e+000
7.347579e+002,1.778110e+000
7.366864e+002,1.778386e+000
7.386149e+002,1.776411e+000
7.405434e+002,1.770055e+000
7.424719e+002,1.775331e+000
7.444004e+002,1.778646e+000
7.463289e+002,1.781858e+000
7.482574e+002,1.784619e+000
7.501859e+002,1.784756e+000
7.521144e+002,1.782771e+000
7.540429e+002,1.783130e+000
7.559714e+002,1.785014e+000
7.578999e+002,1.789407e+000
7.598284e+002,1.789098e+000
7.617569e+002,1.797010e+000
7.636854e+002,1.802376e+000
7.656139e+002,1.802130e+000
7.675424e+002,1.803851e+000
7.694709e+002,1.809968e+000
7.713994e+002,1.811116e+000
7.733279e+002,1.808292e+000
7.752564e+002,1.806366e+000
7.771849e+002,1.813382e+000
7.791134e+002,1.816436e+000
7.810419e+002,1.826936e+000
7.829704e+002,1.831587e+000
7.848989e+002,1.832148e+000
7.868274e+002,1.834880e+000
7.887559e+002,1.840614e+000
7.906844e+002,1.840221e+000
7.926129e+002,1.848742e+000
7.945414e+002,1.851646e+000
7.964699e+002,1.851857e+000
7.983984e+002,1.855193e+000
8.003269e+002,1.861139e+000
8.022554e+002,1.862951e+000
8.041839e+002,1.866371e+000
8.061124e+002,1.869861e+000
8.080409e+002,1.871257e+000
8.099694e+002,1.871753e+000
8.118979e+002,1.876720e+000
8.138264e+002,1.881725e+000
8.157549e+002,1.888917e+000
8.176833e+002,1.886608e+000
8.196119e+002,1.884812e+000
8.215403e+002,1.887469e+000
8.234689e+002,1.891372e+000
8.253973e+002,1.889762e+000
8.273259e+002,1.895173e+000
8.292543e+002,1.897668e+000
8.311829e+002,1.900789e+000
8.331113e+002,1.902797e+000
8.350399e+002,1.906274e+000
8.369683e+002,1.905962e+000
8.388969e+002,1.910041e+000
8.408253e+002,1.914843e+000
8.427538e+002,1.909874e+000
8.446824e+002,1.909708e+000
8.466108e+002,1.920056e+000
8.485394e+002,1.920196e+000
8.504678e+002,1.923890e+000
8.523964e+002,1.926345e+000
8.543248e+002,1.931750e+000
8.562534e+002,1.933659e+000
8.581818e+002,1.941566e+000
8.601104e+002,1.941301e+000
8.620388e+002,1.938792e+000
8.639673e+002,1.937596e+000
8.658958e+002,1.935827e+000
8.678243e+002,1.934619e+000
8.697528e+002,1.937273e+000
8.716813e+002,1.931059e+000
