3645, 0.00, 0.00, 0.00
3617, 0.00, 0.00, 0.00
3540, 0.00, 0.00, 0.00
3460, 0.00, 0.00, 0.00
3443, 2.60,17.00,46.98
3355, 1.70,55.00,99.38
3305, 0.00, 0.00,  NaN
3250, 0.00, 0.00,  NaN
