3645, 0.11,24.22, 2.95
3617, 0.04,42.17, 1.84
3540, 0.07,69.94, 5.20
3460, 0.15,75.00,11.97
3443, 0.22,40.00, 9.36
3355, 0.34,64.77,23.34
