3645, 0.08,19.74, 1.67
3617, 0.01,21.95, 0.29
3540, 0.05,187.44, 9.72
3460, 0.05,42.50, 2.26
3443, 0.12,37.41, 4.88
3355, 0.12,62.00, 7.77
