3645, 0.30,22.77, 7.35
3617, 0.27,68.97,19.51
3540, 0.24,62.25,15.80
3460, 0.00, 0.00, 0.00
3443, 0.20,108.19,23.19
3355, 0.06,87.89, 5.20
